"ORDERTYPE","CHANNELID","SALESCHANNEL","SALESPERSON","CREATIONDATE","STOREID","SUBSALESCHANNEL"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",15/06/2023 03:05:47,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",15/06/2023 03:04:44,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",15/06/2023 03:04:31,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",15/06/2023 03:03:32,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",15/06/2023 03:02:35,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",15/06/2023 03:02:18,"","Back Office and Support"
"MANAGEIMEI","CARE","CARE","Z_Q_SUPERGN",15/06/2023 01:59:18,"","CARE"
"MANAGEIMEI","CARE","CARE","Z_Q_SUPERGN",15/06/2023 01:51:55,"","CARE"
"CHANGESERVICESTATUS","CARE","Over the Phone","KVIKRAM2",15/06/2023 00:40:54,"","Care"
"UPDATECUSTOMER","CARE","CARE","AMISHRA103",15/06/2023 00:38:37,"","CARE"
"ADDALINE","CARE","Over the Phone","KVIKRAM2",15/06/2023 00:37:03,"","Care"
"UPDATECUSTOMER","CARE","CARE","AMISHRA103",15/06/2023 00:35:22,"","CARE"
"CHANGESERVICESTATUS","CARE","Over the Phone","AMISHRA103",15/06/2023 00:16:34,"","Care"
"ADDALINE","CARE","Over the Phone","AMISHRA103",15/06/2023 00:08:52,"","Care"
"CHANGESERVICESTATUS","CARE","Over the Phone","AMISHRA103",14/06/2023 22:35:11,"","Care"
"ACTIVATION","CARE","Over the Phone","AMISHRA103",14/06/2023 22:25:50,"","Care"
"CHANGESERVICESTATUS","CARE","Over the Phone","NMENDIR2",14/06/2023 22:22:22,"","Care"
"ACTIVATION","CARE","Over the Phone","NMENDIR2",14/06/2023 22:14:10,"","Care"
"ACTIVATION","CARE","Over the Phone","AMUKHER2",14/06/2023 22:10:27,"","Care"
"ACTIVATION","CARE","Over the Phone","NMENDIR2",14/06/2023 22:03:37,"","Care"
"ACTIVATION","CARE","Over the Phone","AMISHRA103",14/06/2023 21:03:39,"","Care"
"ACTIVATION","RETAIL","In-Person","RManage3",14/06/2023 20:40:05,"279","Full Service"
"ACTIVATION","CARE","Over the Phone","NMENDIR2",14/06/2023 20:30:39,"","Care"
"ACTIVATION","RETAIL","In-Person","RManage3",14/06/2023 20:21:00,"491","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",14/06/2023 20:05:19,"7806","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",14/06/2023 20:04:19,"4683","Full Service"
"ACTIVATION","CARE","Over the Phone","AROY34",14/06/2023 08:36:00,"","Care"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",14/06/2023 08:33:41,"","Care"
"PURCHASEEQUIPMENT","CARE","Over the Phone","AROY34",14/06/2023 08:24:11,"","Care"
"UPDATECUSTOMER","CARE","CARE","AROY34",14/06/2023 07:58:21,"","CARE"
"UPDATECUSTOMER","CARE","CARE","AROY34",14/06/2023 07:56:36,"","CARE"
"UPDATECUSTOMER","CARE","CARE","AROY34",14/06/2023 07:54:27,"","CARE"
"MANAGEFEATURE","CARE","Over the Phone","AROY34",14/06/2023 07:52:32,"","Care"
"UPDATECUSTOMER","CARE","CARE","AROY34",14/06/2023 07:52:27,"","CARE"
"MANAGEADDON","CARE","Over the Phone","AROY34",14/06/2023 07:50:52,"","Care"
"MANAGEFEATURE","CARE","Over the Phone","AROY34",14/06/2023 07:46:30,"","Care"
"UPDATECUSTOMER","CARE","CARE","AROY34",14/06/2023 07:44:38,"","CARE"
"CHANGEMSISDN","CARE","Over the Phone","AROY34",14/06/2023 07:37:20,"","Care"
"CHANGESIM","CARE","CARE","AROY34",14/06/2023 07:35:55,"","CARE"
"ACTIVATION","CARE","Over the Phone","AROY34",14/06/2023 07:21:49,"","Care"
"UPDATECUSTOMER","CARE","CARE","AROY34",14/06/2023 07:11:10,"","CARE"
"MANAGEADDON","CARE","Over the Phone","AROY34",14/06/2023 07:09:03,"","Care"
"MANAGEADDON","CARE","Over the Phone","AROY34",14/06/2023 07:04:05,"","Care"
"MANAGEFEATURE","CARE","Over the Phone","AROY34",14/06/2023 06:59:12,"","Care"
"UPDATECUSTOMER","CARE","CARE","AROY34",14/06/2023 06:32:44,"","CARE"
"CHANGEMSISDN","CARE","Over the Phone","AROY34",14/06/2023 05:18:15,"","Care"
"CHANGESIM","CARE","CARE","AROY34",14/06/2023 05:14:39,"","CARE"
"ACTIVATION","RETAIL","In-Person","repretail",14/06/2023 03:51:06,"4683","Full Service"
"ACTIVATION","CARE","Over the Phone","AROY34",14/06/2023 03:31:14,"","Care"
"MANAGERATEPLAN","CARE","Over the Phone","AROY34",14/06/2023 03:19:54,"","Care"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",14/06/2023 03:13:47,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",14/06/2023 03:11:44,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",14/06/2023 03:11:43,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",14/06/2023 03:11:04,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",14/06/2023 03:11:03,"","Back Office and Support"
"MANAGERATEPLAN","CARE","Over the Phone","AROY34",14/06/2023 03:10:51,"","Care"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",14/06/2023 03:10:49,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",14/06/2023 03:10:17,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",14/06/2023 03:09:55,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",14/06/2023 03:09:26,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",14/06/2023 03:08:19,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",14/06/2023 03:08:04,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",14/06/2023 03:07:54,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",14/06/2023 03:06:58,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",14/06/2023 03:06:50,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",14/06/2023 03:06:40,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",14/06/2023 03:06:12,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",14/06/2023 03:06:12,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",14/06/2023 03:05:52,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",14/06/2023 03:05:38,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",14/06/2023 03:05:03,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",14/06/2023 03:04:01,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",14/06/2023 03:03:58,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",14/06/2023 03:02:49,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",14/06/2023 03:02:00,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",14/06/2023 03:01:55,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",14/06/2023 03:01:35,"","Back Office and Support"
"CHANGESERVICESTATUS","CARE","Over the Phone","KVIKRAM2",14/06/2023 02:31:42,"","Care"
"CHANGESERVICESTATUS","CARE","Over the Phone","KVIKRAM2",14/06/2023 02:26:37,"","Care"
"CHANGESERVICESTATUS","CARE","Over the Phone","KVIKRAM2",14/06/2023 02:21:53,"","Care"
"CHANGESERVICESTATUS","CARE","Over the Phone","KVIKRAM2",14/06/2023 02:14:38,"","Care"
"ACTIVATION","CARE","Over the Phone","KVIKRAM2",14/06/2023 02:06:10,"","Care"
"ACTIVATION","CARE","Over the Phone","AROY34",14/06/2023 01:54:37,"","Care"
"MANAGERATEPLAN","CARE","Over the Phone","AROY34",14/06/2023 00:50:55,"","Care"
"ACTIVATION","CARE","Over the Phone","AROY34",14/06/2023 00:42:13,"","Care"
"ADDALINE","CARE","Over the Phone","AROY34",14/06/2023 00:33:54,"","Care"
"EXCHANGE","RETAIL","In-Person","RManage3",14/06/2023 00:26:25,"279","Full Service"
"ACTIVATION","CARE","Over the Phone","AROY34",14/06/2023 00:24:46,"","Care"
"ACTIVATION","RETAIL","In-Person","RManage3",14/06/2023 00:17:38,"491","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",14/06/2023 00:13:35,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",13/06/2023 23:38:45,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",13/06/2023 23:30:14,"279","Full Service"
"ACTIVATION","CARE","Over the Phone","KVIKRAM2",13/06/2023 23:15:31,"","Care"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",13/06/2023 20:07:49,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",13/06/2023 20:05:49,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",13/06/2023 20:05:08,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",13/06/2023 05:19:09,"279","Full Service"
"ESCHEATMENT","ERICSSON","Support","EMM",13/06/2023 03:12:16,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",13/06/2023 03:12:03,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",13/06/2023 03:11:57,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/06/2023 03:10:50,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/06/2023 03:10:26,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",13/06/2023 03:09:51,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/06/2023 03:09:41,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/06/2023 03:09:33,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/06/2023 03:09:14,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",13/06/2023 03:09:03,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/06/2023 03:08:49,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/06/2023 03:08:33,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/06/2023 03:08:23,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/06/2023 03:07:19,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",13/06/2023 03:07:16,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",13/06/2023 03:07:07,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",13/06/2023 03:06:58,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",13/06/2023 03:06:44,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",13/06/2023 03:06:38,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/06/2023 03:06:07,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/06/2023 03:05:46,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/06/2023 03:05:44,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",13/06/2023 03:05:41,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",13/06/2023 03:05:36,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",13/06/2023 03:05:24,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",13/06/2023 03:04:09,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/06/2023 03:04:02,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",13/06/2023 03:04:00,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",13/06/2023 03:03:21,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/06/2023 03:03:08,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",13/06/2023 03:03:04,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/06/2023 03:02:56,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/06/2023 03:02:56,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",13/06/2023 03:02:52,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/06/2023 03:02:36,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/06/2023 03:02:31,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",13/06/2023 03:02:11,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/06/2023 03:01:59,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",13/06/2023 03:01:52,"","Back Office and Support"
"ADDALINE","CARE","Over the Phone","AROY34",13/06/2023 02:18:26,"","Care"
"ACTIVATION","CARE","Over the Phone","AROY34",13/06/2023 02:09:18,"","Care"
"MANAGEADDON","CARE","Over the Phone","AROY34",13/06/2023 01:42:36,"","Care"
"ACTIVATION","CARE","Over the Phone","AROY34",13/06/2023 01:37:51,"","Care"
"MANAGEADDON","CARE","Over the Phone","AROY34",13/06/2023 01:32:09,"","Care"
"ACTIVATION","RETAIL","In-Person","repretail",13/06/2023 01:29:26,"4683","Full Service"
"ACTIVATION","CARE","Over the Phone","AROY34",13/06/2023 01:27:02,"","Care"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",13/06/2023 01:12:06,"7806","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",13/06/2023 01:11:09,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",13/06/2023 00:59:52,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",12/06/2023 23:46:11,"2011","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",12/06/2023 23:17:52,"2011","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",12/06/2023 23:17:27,"2011","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",12/06/2023 23:00:36,"2011","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",12/06/2023 19:56:53,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",12/06/2023 19:54:54,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",12/06/2023 19:50:59,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",12/06/2023 11:02:00,"2011","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",12/06/2023 09:57:16,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",12/06/2023 09:46:03,"4683","Full Service"
"ACTIVATION","CARE","Over the Phone","AROY34",12/06/2023 08:44:25,"","Care"
"ACTIVATION","CARE","Over the Phone","AROY34",12/06/2023 08:32:22,"","Care"
"PURCHASEEQUIPMENT","RETAIL","In-Person","RManage3",12/06/2023 05:57:46,"491","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","RManage3",12/06/2023 05:54:15,"491","Full Service"
"ACTIVATION","CARE","Over the Phone","AROY34",12/06/2023 05:52:53,"","Care"
"PURCHASEEQUIPMENT","RETAIL","In-Person","RManage3",12/06/2023 05:48:30,"491","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",12/06/2023 04:07:08,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",12/06/2023 04:06:29,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",12/06/2023 03:59:55,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",12/06/2023 03:56:22,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",12/06/2023 03:55:44,"4683","Full Service"
"ESCHEATMENT","ERICSSON","Support","EMM",12/06/2023 03:10:27,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",12/06/2023 03:10:05,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",12/06/2023 03:09:31,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",12/06/2023 03:08:40,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",12/06/2023 03:08:32,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",12/06/2023 03:08:18,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",12/06/2023 03:07:41,"","Back Office and Support"
"POSTPAYMENT","ERICSSON","Support","EMM",12/06/2023 03:07:24,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",12/06/2023 03:06:43,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",12/06/2023 03:05:41,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",12/06/2023 03:04:53,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",12/06/2023 03:03:34,"","Back Office and Support"
"ACTIVATION","RETAIL","In-Person","RManage3",12/06/2023 02:39:40,"8499","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",12/06/2023 02:31:41,"8499","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",12/06/2023 02:30:49,"279","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",12/06/2023 02:25:45,"279","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",12/06/2023 02:23:20,"8499","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",12/06/2023 02:21:05,"279","Full Service"
"ACTIVATION","CARE","Over the Phone","CManage4",12/06/2023 02:13:58,"","Care"
"ACTIVATION","CARE","Over the Phone","AMukher7",12/06/2023 01:27:08,"","TeleSales"
"PURCHASEEQUIPMENT","RETAIL","In-Person","RManage3",12/06/2023 01:11:27,"491","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",12/06/2023 00:55:36,"8499","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",12/06/2023 00:49:49,"8499","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",12/06/2023 00:49:08,"279","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",12/06/2023 00:27:40,"279","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",12/06/2023 00:26:16,"8499","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",12/06/2023 00:23:22,"279","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",11/06/2023 22:42:56,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",11/06/2023 22:39:33,"399F","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",11/06/2023 22:29:42,"8499","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",11/06/2023 22:18:53,"279","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",11/06/2023 22:15:59,"8499","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",11/06/2023 21:21:59,"7806","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",11/06/2023 21:21:15,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",11/06/2023 21:03:54,"491","Full Service"
"ACTIVATION","CARE","Over the Phone","CManage4",09/06/2023 07:58:39,"","Care"
"ACTIVATION","CARE","Over the Phone","CManage4",09/06/2023 07:54:19,"","Care"
"ACTIVATION","CARE","Over the Phone","NMENDIR2",09/06/2023 07:54:15,"","Care"
"RETURN","RETAIL","In-Person","RManage3",09/06/2023 07:48:18,"491","Full Service"
"RETURN","RETAIL","In-Person","RManage3",09/06/2023 07:47:57,"491","Full Service"
"ESCHEATMENT","ERICSSON","Support","EMM",09/06/2023 03:34:52,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",09/06/2023 03:34:52,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",09/06/2023 03:34:38,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",09/06/2023 03:34:32,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",09/06/2023 03:34:30,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",09/06/2023 03:25:51,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",09/06/2023 03:25:43,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",09/06/2023 03:25:42,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",09/06/2023 03:25:38,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",09/06/2023 03:25:34,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",09/06/2023 03:21:13,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",09/06/2023 03:21:12,"","Back Office and Support"
